Category Code,Category Path,Name,Full Code,Can Be Auctioned,Can Be Classified,Durations,Tradevine Caters for this Category
7334,Art > Paintings > Maori-Pasifika > Other,Other,339-66-5856-7334,Yes,No,"2,3,4,5,6,7,10",Yes
7333,Art > Paintings > Maori-Pasifika > Watercolour,Watercolour,339-66-5856-7333,Yes,No,"2,3,4,5,6,7,10",Yes
7346,Art > Paintings > Other > Acrylic,Acrylic,339-66-1732-7346,Yes,No,"2,3,4,5,6,7,10",Yes
7345,Art > Paintings > Other > Mixed-media,Mixed media,339-66-1732-7345,Yes,No,"2,3,4,5,6,7,10",Yes
7347,Art > Paintings > Other > Oil,Oil,339-66-1732-7347,Yes,No,"2,3,4,5,6,7,10",Yes
7349,Art > Paintings > Other > Other,Other,339-66-1732-7349,Yes,No,"2,3,4,5,6,7,10",Yes
7348,Art > Paintings > Other > Watercolour,Watercolour,339-66-1732-7348,Yes,No,"2,3,4,5,6,7,10",Yes
7336,Art > Paintings > Portrait > Acrylic,Acrylic,339-66-5854-7336,Yes,No,"2,3,4,5,6,7,10",Yes
7335,Art > Paintings > Portrait > Mixed-media,Mixed media,339-66-5854-7335,Yes,No,"2,3,4,5,6,7,10",Yes
7337,Art > Paintings > Portrait > Oil,Oil,339-66-5854-7337,Yes,No,"2,3,4,5,6,7,10",Yes
7339,Art > Paintings > Portrait > Other,Other,339-66-5854-7339,Yes,No,"2,3,4,5,6,7,10",Yes
7338,Art > Paintings > Portrait > Watercolour,Watercolour,339-66-5854-7338,Yes,No,"2,3,4,5,6,7,10",Yes
7341,Art > Paintings > Still-life > Acrylic,Acrylic,339-66-5855-7341,Yes,No,"2,3,4,5,6,7,10",Yes
7340,Art > Paintings > Still-life > Mixed-media,Mixed media,339-66-5855-7340,Yes,No,"2,3,4,5,6,7,10",Yes
7342,Art > Paintings > Still-life > Oil,Oil,339-66-5855-7342,Yes,No,"2,3,4,5,6,7,10",Yes
7344,Art > Paintings > Still-life > Other,Other,339-66-5855-7344,Yes,No,"2,3,4,5,6,7,10",Yes
7343,Art > Paintings > Still-life > Watercolour,Watercolour,339-66-5855-7343,Yes,No,"2,3,4,5,6,7,10",Yes
5859,Art > Photographs > Abstract,Abstract,339-491-5859,Yes,No,"2,3,4,5,6,7,10",Yes
5858,Art > Photographs > Flora-fauna,Flora & fauna,339-491-5858,Yes,No,"2,3,4,5,6,7,10",Yes
5860,Art > Photographs > Landscape,Landscape,339-491-5860,Yes,No,"2,3,4,5,6,7,10",Yes
5857,Art > Photographs > Other,Other,339-491-5857,Yes,No,"2,3,4,5,6,7,10",Yes
5861,Art > Photographs > Portrait,Portrait,339-491-5861,Yes,No,"2,3,4,5,6,7,10",Yes
5862,Art > Photographs > Still-life,Still life,339-491-5862,Yes,No,"2,3,4,5,6,7,10",Yes
3013,Art > Prints > Abstract,Abstract,339-1733-3013,Yes,No,"2,3,4,5,6,7,10",Yes
2201,Art > Prints > Landscapes,Landscapes,339-1733-2201,Yes,No,"2,3,4,5,6,7,10",Yes
2203,Art > Prints > Other,Other,339-1733-2203,Yes,No,"2,3,4,5,6,7,10",Yes
2202,Art > Prints > Portraits,Portraits,339-1733-2202,Yes,No,"2,3,4,5,6,7,10",Yes
3032,Art > Prints > Still-life,Still life,339-1733-3032,Yes,No,"2,3,4,5,6,7,10",Yes
8957,Art > Tattoos > Other,Other,339-7309-8957,Yes,No,"2,3,4,5,6,7,10",Yes
8955,Art > Tattoos > Tattoo-machines,Tattoo machines,339-7309-8955,Yes,No,"2,3,4,5,6,7,10",Yes
8956,Art > Tattoos > Tattoo-needles,Tattoo needles,339-7309-8956,Yes,No,"2,3,4,5,6,7,10",Yes
8969,Art > Tattoos > Temporary-tattoos,Temporary tattoos,339-7309-8969,Yes,No,"2,3,4,5,6,7,10",Yes
6443,Baby-gear > Baby-carriers > Backpacks,Backpacks,351-2489-6443,Yes,No,"2,3,4,5,6,7,10",Yes
9262,Baby-gear > Baby-carriers > Frontpacks > Bye-Bye,Bye Bye,351-2489-6444-9262,Yes,No,"2,3,4,5,6,7,10",Yes
9260,Baby-gear > Baby-carriers > Frontpacks > Elite,Elite,351-2489-6444-9260,Yes,No,"2,3,4,5,6,7,10",Yes
9261,Baby-gear > Baby-carriers > Frontpacks > Kapoochi,Kapoochi,351-2489-6444-9261,Yes,No,"2,3,4,5,6,7,10",Yes
9265,Baby-gear > Baby-carriers > Frontpacks > Other,Other,351-2489-6444-9265,Yes,No,"2,3,4,5,6,7,10",Yes
9263,Baby-gear > Baby-carriers > Frontpacks > Snugli,Snugli,351-2489-6444-9263,Yes,No,"2,3,4,5,6,7,10",Yes
9264,Baby-gear > Baby-carriers > Frontpacks > Tomy,Tomy,351-2489-6444-9264,Yes,No,"2,3,4,5,6,7,10",Yes
6446,Baby-gear > Baby-carriers > Other,Other,351-2489-6446,Yes,No,"2,3,4,5,6,7,10",Yes
6445,Baby-gear > Baby-carriers > Slings,Slings,351-2489-6445,Yes,No,"2,3,4,5,6,7,10",Yes
7056,Baby-gear > Baby-monitors,Baby monitors,351-7056,Yes,No,"2,3,4,5,6,7,10",Yes
7020,Baby-gear > Baby-room-furniture > Bookcases-shelves,Bookcases & shelves,351-2432-7020,Yes,No,"2,3,4,5,6,7,10",Yes
7018,Baby-gear > Baby-room-furniture > Cushions,Cushions,351-2432-7018,Yes,No,"2,3,4,5,6,7,10",Yes
4169,Baby-gear > Baby-room-furniture > Lamps-lighting,Lamps & lighting,351-2432-4169,Yes,No,"2,3,4,5,6,7,10",Yes
4170,Baby-gear > Baby-room-furniture > Mobiles,Mobiles,351-2432-4170,Yes,No,"2,3,4,5,6,7,10",Yes
4172,Baby-gear > Baby-room-furniture > Other,Other,351-2432-4172,Yes,No,"2,3,4,5,6,7,10",Yes
7019,Baby-gear > Baby-room-furniture > Tables-chairs,Tables & chairs,351-2432-7019,Yes,No,"2,3,4,5,6,7,10",Yes
7015,Baby-gear > Baby-room-furniture > Wall-hangings-paintings > Animals,Animals,351-2432-4171-7015,Yes,No,"2,3,4,5,6,7,10",Yes
7016,Baby-gear > Baby-room-furniture > Wall-hangings-paintings > Fairy-tales,Fairy tales,351-2432-4171-7016,Yes,No,"2,3,4,5,6,7,10",Yes
7014,Baby-gear > Baby-room-furniture > Wall-hangings-paintings > Names-letters,Names & letters,351-2432-4171-7014,Yes,No,"2,3,4,5,6,7,10",Yes
7017,Baby-gear > Baby-room-furniture > Wall-hangings-paintings > Other,Other,351-2432-4171-7017,Yes,No,"2,3,4,5,6,7,10",Yes
2978,Baby-gear > Baby-walkers,Baby walkers,351-2978,Yes,No,"2,3,4,5,6,7,10",Yes
7024,Baby-gear > Bath-time > Bath-supports,Bath supports,351-2490-7024,Yes,No,"2,3,4,5,6,7,10",Yes
7022,Baby-gear > Bath-time > Bath-toys,Bath toys,351-2490-7022,Yes,No,"2,3,4,5,6,7,10",Yes
7021,Baby-gear > Bath-time > Baths,Baths,351-2490-7021,Yes,No,"2,3,4,5,6,7,10",Yes
7025,Baby-gear > Bath-time > Other,Other,351-2490-7025,Yes,No,"2,3,4,5,6,7,10",Yes
7023,Baby-gear > Bath-time > Towels-cloths,Towels & cloths,351-2490-7023,Yes,No,"2,3,4,5,6,7,10",Yes
9266,Baby-gear > Blankets-covers > Baby-sleeping-bags > Cotton,Cotton,351-2665-4318-9266,Yes,No,"2,3,4,5,6,7,10",Yes
9268,Baby-gear > Blankets-covers > Baby-sleeping-bags > Fleece,Fleece,351-2665-4318-9268,Yes,No,"2,3,4,5,6,7,10",Yes
9267,Baby-gear > Blankets-covers > Baby-sleeping-bags > Merino,Merino,351-2665-4318-9267,Yes,No,"2,3,4,5,6,7,10",Yes
9269,Baby-gear > Blankets-covers > Baby-sleeping-bags > Other,Other,351-2665-4318-9269,Yes,No,"2,3,4,5,6,7,10",Yes
7031,Baby-gear > Blankets-covers > Bassinet-blankets,Bassinet blankets,351-2665-7031,Yes,No,"2,3,4,5,6,7,10",Yes
7029,Baby-gear > Blankets-covers > Cot-blankets > Cotton,Cotton,351-2665-7027-7029,Yes,No,"2,3,4,5,6,7,10",Yes
7030,Baby-gear > Blankets-covers > Cot-blankets > Other,Other,351-2665-7027-7030,Yes,No,"2,3,4,5,6,7,10",Yes
7028,Baby-gear > Blankets-covers > Cot-blankets > Wool-blankets,Wool blankets,351-2665-7027-7028,Yes,No,"2,3,4,5,6,7,10",Yes
4317,Baby-gear > Blankets-covers > Duvets,Duvets,351-2665-4317,Yes,No,"2,3,4,5,6,7,10",Yes
4320,Baby-gear > Blankets-covers > Other,Other,351-2665-4320,Yes,No,"2,3,4,5,6,7,10",Yes
7026,Baby-gear > Blankets-covers > Sets,Sets,351-2665-7026,Yes,No,"2,3,4,5,6,7,10",Yes
7033,Baby-gear > Blankets-covers > Sheets > Bassinet-sheets,Bassinet sheets,351-2665-4316-7033,Yes,No,"2,3,4,5,6,7,10",Yes
7034,Baby-gear > Blankets-covers > Sheets > Cot-sheets,Cot sheets,351-2665-4316-7034,Yes,No,"2,3,4,5,6,7,10",Yes
7035,Baby-gear > Blankets-covers > Sheets > Other,Other,351-2665-4316-7035,Yes,No,"2,3,4,5,6,7,10",Yes
7032,Baby-gear > Blankets-covers > Swaddling-wraps,Swaddling wraps,351-2665-7032,Yes,No,"2,3,4,5,6,7,10",Yes
4165,Baby-gear > Bouncers-jolly-jumpers > Bouncers,Bouncers,351-2491-4165,Yes,No,"2,3,4,5,6,7,10",Yes
4166,Baby-gear > Bouncers-jolly-jumpers > Jolly-jumpers,Jolly jumpers,351-2491-4166,Yes,No,"2,3,4,5,6,7,10",Yes
4168,Baby-gear > Bouncers-jolly-jumpers > Other,Other,351-2491-4168,Yes,No,"2,3,4,5,6,7,10",Yes
4167,Baby-gear > Bouncers-jolly-jumpers > Swings,Swings,351-2491-4167,Yes,No,"2,3,4,5,6,7,10",Yes
5864,Baby-gear > Car-seats > Accessories,Accessories,351-2492-5864,Yes,No,"2,3,4,5,6,7,10",Yes
3905,Baby-gear > Car-seats > Baby-capsules,Baby capsules,351-2492-3905,Yes,No,"2,3,4,5,6,7,10",Yes
3907,Baby-gear > Car-seats > Booster-seats,Booster seats,351-2492-3907,Yes,No,"2,3,4,5,6,7,10",Yes
3906,Baby-gear > Car-seats > Car-seats,Car seats,351-2492-3906,Yes,No,"2,3,4,5,6,7,10",Yes
3468,Baby-gear > Clothing > All-in-ones > 1218-months,12-18 months,351-2439-3467-3468,Yes,No,"2,3,4,5,6,7,10",Yes
3469,Baby-gear > Clothing > All-in-ones > 1824-months,18-24 months,351-2439-3467-3469,Yes,No,"2,3,4,5,6,7,10",Yes
3470,Baby-gear > Clothing > All-in-ones > 36-months,3-6 months,351-2439-3467-3470,Yes,No,"2,3,4,5,6,7,10",Yes
3471,Baby-gear > Clothing > All-in-ones > 69-months,6-9 months,351-2439-3467-3471,Yes,No,"2,3,4,5,6,7,10",Yes
3472,Baby-gear > Clothing > All-in-ones > 912-months,9-12 months,351-2439-3467-3472,Yes,No,"2,3,4,5,6,7,10",Yes
3473,Baby-gear > Clothing > All-in-ones > Newborn,Newborn,351-2439-3467-3473,Yes,No,"2,3,4,5,6,7,10",Yes
3475,Baby-gear > Clothing > Bulk-lots > 1218-months,12-18 months,351-2439-3474-3475,Yes,No,"2,3,4,5,6,7,10",Yes
3476,Baby-gear > Clothing > Bulk-lots > 1824-months,18-24 months,351-2439-3474-3476,Yes,No,"2,3,4,5,6,7,10",Yes
3477,Baby-gear > Clothing > Bulk-lots > 36-months,3-6 months,351-2439-3474-3477,Yes,No,"2,3,4,5,6,7,10",Yes
3478,Baby-gear > Clothing > Bulk-lots > 69-months,6-9 months,351-2439-3474-3478,Yes,No,"2,3,4,5,6,7,10",Yes
3479,Baby-gear > Clothing > Bulk-lots > 912-months,9-12 months,351-2439-3474-3479,Yes,No,"2,3,4,5,6,7,10",Yes
3480,Baby-gear > Clothing > Bulk-lots > Newborn,Newborn,351-2439-3474-3480,Yes,No,"2,3,4,5,6,7,10",Yes
3482,Baby-gear > Clothing > Dresses-skirts > 1218-months,12-18 months,351-2439-3481-3482,Yes,No,"2,3,4,5,6,7,10",Yes
3483,Baby-gear > Clothing > Dresses-skirts > 1824-months,18-24 months,351-2439-3481-3483,Yes,No,"2,3,4,5,6,7,10",Yes
3484,Baby-gear > Clothing > Dresses-skirts > 36-months,3-6 months,351-2439-3481-3484,Yes,No,"2,3,4,5,6,7,10",Yes
3485,Baby-gear > Clothing > Dresses-skirts > 69-months,6-9 months,351-2439-3481-3485,Yes,No,"2,3,4,5,6,7,10",Yes
3486,Baby-gear > Clothing > Dresses-skirts > 912-months,9-12 months,351-2439-3481-3486,Yes,No,"2,3,4,5,6,7,10",Yes
3487,Baby-gear > Clothing > Dresses-skirts > Newborn,Newborn,351-2439-3481-3487,Yes,No,"2,3,4,5,6,7,10",Yes
3489,Baby-gear > Clothing > Footwear-accessories > 1218-months,12-18 months,351-2439-3488-3489,Yes,No,"2,3,4,5,6,7,10",Yes
3490,Baby-gear > Clothing > Footwear-accessories > 1824-months,18-24 months,351-2439-3488-3490,Yes,No,"2,3,4,5,6,7,10",Yes
3491,Baby-gear > Clothing > Footwear-accessories > 36-months,3-6 months,351-2439-3488-3491,Yes,No,"2,3,4,5,6,7,10",Yes
3492,Baby-gear > Clothing > Footwear-accessories > 69-months,6-9 months,351-2439-3488-3492,Yes,No,"2,3,4,5,6,7,10",Yes
3493,Baby-gear > Clothing > Footwear-accessories > 912-months,9-12 months,351-2439-3488-3493,Yes,No,"2,3,4,5,6,7,10",Yes
3494,Baby-gear > Clothing > Footwear-accessories > Newborn,Newborn,351-2439-3488-3494,Yes,No,"2,3,4,5,6,7,10",Yes
8425,Baby-gear > Clothing > Hats > 1218-months,12-18 months,351-2439-7105-8425,Yes,No,"2,3,4,5,6,7,10",Yes
8426,Baby-gear > Clothing > Hats > 1824-months,18-24 months,351-2439-7105-8426,Yes,No,"2,3,4,5,6,7,10",Yes
8427,Baby-gear > Clothing > Hats > 36-months,3-6 months,351-2439-7105-8427,Yes,No,"2,3,4,5,6,7,10",Yes
8428,Baby-gear > Clothing > Hats > 69-months,6-9 months,351-2439-7105-8428,Yes,No,"2,3,4,5,6,7,10",Yes
8429,Baby-gear > Clothing > Hats > 912-months,9-12 months,351-2439-7105-8429,Yes,No,"2,3,4,5,6,7,10",Yes
8430,Baby-gear > Clothing > Hats > Newborn,Newborn,351-2439-7105-8430,Yes,No,"2,3,4,5,6,7,10",Yes
3496,Baby-gear > Clothing > Jackets > 1218-months,12-18 months,351-2439-3495-3496,Yes,No,"2,3,4,5,6,7,10",Yes
3497,Baby-gear > Clothing > Jackets > 1824-months,18-24 months,351-2439-3495-3497,Yes,No,"2,3,4,5,6,7,10",Yes
3498,Baby-gear > Clothing > Jackets > 36-months,3-6 months,351-2439-3495-3498,Yes,No,"2,3,4,5,6,7,10",Yes
3499,Baby-gear > Clothing > Jackets > 69-months,6-9 months,351-2439-3495-3499,Yes,No,"2,3,4,5,6,7,10",Yes
3500,Baby-gear > Clothing > Jackets > 912-months,9-12 months,351-2439-3495-3500,Yes,No,"2,3,4,5,6,7,10",Yes
3501,Baby-gear > Clothing > Jackets > Newborn,Newborn,351-2439-3495-3501,Yes,No,"2,3,4,5,6,7,10",Yes
8419,Baby-gear > Clothing > Matching-sets > 1218-months,12-18 months,351-2439-7108-8419,Yes,No,"2,3,4,5,6,7,10",Yes
8420,Baby-gear > Clothing > Matching-sets > 1824-months,18-24 months,351-2439-7108-8420,Yes,No,"2,3,4,5,6,7,10",Yes
8421,Baby-gear > Clothing > Matching-sets > 36-months,3-6 months,351-2439-7108-8421,Yes,No,"2,3,4,5,6,7,10",Yes
8422,Baby-gear > Clothing > Matching-sets > 69-months,6-9 months,351-2439-7108-8422,Yes,No,"2,3,4,5,6,7,10",Yes
8423,Baby-gear > Clothing > Matching-sets > 912-months,9-12 months,351-2439-7108-8423,Yes,No,"2,3,4,5,6,7,10",Yes
8424,Baby-gear > Clothing > Matching-sets > Newborn,Newborn,351-2439-7108-8424,Yes,No,"2,3,4,5,6,7,10",Yes
3516,Baby-gear > Clothing > Other > 1218-months,12-18 months,351-2439-2488-3516,Yes,No,"2,3,4,5,6,7,10",Yes
3517,Baby-gear > Clothing > Other > 1824-months,18-24 months,351-2439-2488-3517,Yes,No,"2,3,4,5,6,7,10",Yes
3518,Baby-gear > Clothing > Other > 36-months,3-6 months,351-2439-2488-3518,Yes,No,"2,3,4,5,6,7,10",Yes
3519,Baby-gear > Clothing > Other > 69-months,6-9 months,351-2439-2488-3519,Yes,No,"2,3,4,5,6,7,10",Yes
3520,Baby-gear > Clothing > Other > 912-months,9-12 months,351-2439-2488-3520,Yes,No,"2,3,4,5,6,7,10",Yes
3521,Baby-gear > Clothing > Other > Newborn,Newborn,351-2439-2488-3521,Yes,No,"2,3,4,5,6,7,10",Yes
3503,Baby-gear > Clothing > Pants-overalls > 1218-months,12-18 months,351-2439-3502-3503,Yes,No,"2,3,4,5,6,7,10",Yes
3504,Baby-gear > Clothing > Pants-overalls > 1824-months,18-24 months,351-2439-3502-3504,Yes,No,"2,3,4,5,6,7,10",Yes
3505,Baby-gear > Clothing > Pants-overalls > 36-months,3-6 months,351-2439-3502-3505,Yes,No,"2,3,4,5,6,7,10",Yes
3506,Baby-gear > Clothing > Pants-overalls > 69-months,6-9 months,351-2439-3502-3506,Yes,No,"2,3,4,5,6,7,10",Yes
3507,Baby-gear > Clothing > Pants-overalls > 912-months,9-12 months,351-2439-3502-3507,Yes,No,"2,3,4,5,6,7,10",Yes
3508,Baby-gear > Clothing > Pants-overalls > Newborn,Newborn,351-2439-3502-3508,Yes,No,"2,3,4,5,6,7,10",Yes
8413,Baby-gear > Clothing > Pyjamas > 1218-months,12-18 months,351-2439-7106-8413,Yes,No,"2,3,4,5,6,7,10",Yes
8414,Baby-gear > Clothing > Pyjamas > 1824-months,18-24 months,351-2439-7106-8414,Yes,No,"2,3,4,5,6,7,10",Yes
8415,Baby-gear > Clothing > Pyjamas > 36-months,3-6 months,351-2439-7106-8415,Yes,No,"2,3,4,5,6,7,10",Yes
8416,Baby-gear > Clothing > Pyjamas > 69-months,6-9 months,351-2439-7106-8416,Yes,No,"2,3,4,5,6,7,10",Yes
8417,Baby-gear > Clothing > Pyjamas > 912-months,9-12 months,351-2439-7106-8417,Yes,No,"2,3,4,5,6,7,10",Yes
8418,Baby-gear > Clothing > Pyjamas > Newborn,Newborn,351-2439-7106-8418,Yes,No,"2,3,4,5,6,7,10",Yes
8407,Baby-gear > Clothing > Swimwear > 1218-months,12-18 months,351-2439-7107-8407,Yes,No,"2,3,4,5,6,7,10",Yes
8408,Baby-gear > Clothing > Swimwear > 1824-months,18-24 months,351-2439-7107-8408,Yes,No,"2,3,4,5,6,7,10",Yes
8409,Baby-gear > Clothing > Swimwear > 36-months,3-6 months,351-2439-7107-8409,Yes,No,"2,3,4,5,6,7,10",Yes
8410,Baby-gear > Clothing > Swimwear > 69-months,6-9 months,351-2439-7107-8410,Yes,No,"2,3,4,5,6,7,10",Yes
8411,Baby-gear > Clothing > Swimwear > 912-months,9-12 months,351-2439-7107-8411,Yes,No,"2,3,4,5,6,7,10",Yes
8412,Baby-gear > Clothing > Swimwear > Newborn,Newborn,351-2439-7107-8412,Yes,No,"2,3,4,5,6,7,10",Yes
3510,Baby-gear > Clothing > Tops > 1218-months,12-18 months,351-2439-3509-3510,Yes,No,"2,3,4,5,6,7,10",Yes
3511,Baby-gear > Clothing > Tops > 1824-months,18-24 months,351-2439-3509-3511,Yes,No,"2,3,4,5,6,7,10",Yes
3512,Baby-gear > Clothing > Tops > 36-months,3-6 months,351-2439-3509-3512,Yes,No,"2,3,4,5,6,7,10",Yes
3513,Baby-gear > Clothing > Tops > 69-months,6-9 months,351-2439-3509-3513,Yes,No,"2,3,4,5,6,7,10",Yes
3514,Baby-gear > Clothing > Tops > 912-months,9-12 months,351-2439-3509-3514,Yes,No,"2,3,4,5,6,7,10",Yes
3515,Baby-gear > Clothing > Tops > Newborn,Newborn,351-2439-3509-3515,Yes,No,"2,3,4,5,6,7,10",Yes
9270,Baby-gear > Cots-bassinets > Bassinets > Baskets,Baskets,351-2493-2979-9270,Yes,No,"2,3,4,5,6,7,10",Yes
9272,Baby-gear > Cots-bassinets > Bassinets > Hanging,Hanging,351-2493-2979-9272,Yes,No,"2,3,4,5,6,7,10",Yes
9273,Baby-gear > Cots-bassinets > Bassinets > Other,Other,351-2493-2979-9273,Yes,No,"2,3,4,5,6,7,10",Yes
9271,Baby-gear > Cots-bassinets > Bassinets > Standing,Standing,351-2493-2979-9271,Yes,No,"2,3,4,5,6,7,10",Yes
2980,Baby-gear > Cots-bassinets > Cots,Cots,351-2493-2980,Yes,No,"2,3,4,5,6,7,10",Yes
7036,Baby-gear > Cots-bassinets > Mattresses,Mattresses,351-2493-7036,Yes,No,"2,3,4,5,6,7,10",Yes
2982,Baby-gear > Cots-bassinets > Other,Other,351-2493-2982,Yes,No,"2,3,4,5,6,7,10",Yes
2981,Baby-gear > Cots-bassinets > Portacots,Portacots,351-2493-2981,Yes,No,"2,3,4,5,6,7,10",Yes
7048,Baby-gear > Feeding > Bibs > Bulk-lots,Bulk lots,351-2494-5512-7048,Yes,No,"2,3,4,5,6,7,10",Yes
7049,Baby-gear > Feeding > Bibs > Single-bibs,Single bibs,351-2494-5512-7049,Yes,No,"2,3,4,5,6,7,10",Yes
8431,Baby-gear > Feeding > Breast-pads-shields,Breast pads & shields,351-2494-8431,Yes,No,"2,3,4,5,6,7,10",Yes
8432,Baby-gear > Feeding > Breast-pumps > Electronic,Electronic,351-2494-4214-8432,Yes,No,"2,3,4,5,6,7,10",Yes
8433,Baby-gear > Feeding > Breast-pumps > Manual,Manual,351-2494-4214-8433,Yes,No,"2,3,4,5,6,7,10",Yes
8435,Baby-gear > Feeding > Breast-pumps > Other,Other,351-2494-4214-8435,Yes,No,"2,3,4,5,6,7,10",Yes
7051,Baby-gear > Feeding > Cups-bottles > Bottles,Bottles,351-2494-4216-7051,Yes,No,"2,3,4,5,6,7,10",Yes
7050,Baby-gear > Feeding > Cups-bottles > Cups,Cups,351-2494-4216-7050,Yes,No,"2,3,4,5,6,7,10",Yes
7052,Baby-gear > Feeding > Cups-bottles > Other,Other,351-2494-4216-7052,Yes,No,"2,3,4,5,6,7,10",Yes
5513,Baby-gear > Feeding > Feeding-pillows,Feeding pillows,351-2494-5513,Yes,No,"2,3,4,5,6,7,10",Yes
4215,Baby-gear > Feeding > High-chairs,High chairs,351-2494-4215,Yes,No,"2,3,4,5,6,7,10",Yes
4217,Baby-gear > Feeding > Other,Other,351-2494-4217,Yes,No,"2,3,4,5,6,7,10",Yes
4262,Baby-gear > Feeding > Plates-bowls,Plates & bowls,351-2494-4262,Yes,No,"2,3,4,5,6,7,10",Yes
5514,Baby-gear > Feeding > Sterilisers,Sterilisers,351-2494-5514,Yes,No,"2,3,4,5,6,7,10",Yes
7046,Baby-gear > Nappies-changing > Change-tables-mats > Change-mats,Change mats,351-2664-4036-7046,Yes,No,"2,3,4,5,6,7,10",Yes
9259,Baby-gear > Nappies-changing > Change-tables-mats > Change-tables,Change tables,351-2664-4036-9259,Yes,No,"2,3,4,5,6,7,10",Yes
7047,Baby-gear > Nappies-changing > Change-tables-mats > Other,Other,351-2664-4036-7047,Yes,No,"2,3,4,5,6,7,10",Yes
7039,Baby-gear > Nappies-changing > Cloth-nappies > Fitted-nappies,Fitted nappies,351-2664-7037-7039,Yes,No,"2,3,4,5,6,7,10",Yes
7040,Baby-gear > Nappies-changing > Cloth-nappies > Flat-nappies,Flat nappies,351-2664-7037-7040,Yes,No,"2,3,4,5,6,7,10",Yes
7038,Baby-gear > Nappies-changing > Cloth-nappies > Other,Other,351-2664-7037-7038,Yes,No,"2,3,4,5,6,7,10",Yes
7041,Baby-gear > Nappies-changing > Cloth-nappies > Overnaps,Overnaps,351-2664-7037-7041,Yes,No,"2,3,4,5,6,7,10",Yes
7042,Baby-gear > Nappies-changing > Disposable-nappies,Disposable nappies,351-2664-7042,Yes,No,"2,3,4,5,6,7,10",Yes
4035,Baby-gear > Nappies-changing > Nappy-bags,Nappy bags,351-2664-4035,Yes,No,"2,3,4,5,6,7,10",Yes
7044,Baby-gear > Nappies-changing > Nappy-bins,Nappy bins,351-2664-7044,Yes,No,"2,3,4,5,6,7,10",Yes
4037,Baby-gear > Nappies-changing > Other,Other,351-2664-4037,Yes,No,"2,3,4,5,6,7,10",Yes
7043,Baby-gear > Nappies-changing > Potty-training,Potty training,351-2664-7043,Yes,No,"2,3,4,5,6,7,10",Yes
7045,Baby-gear > Nappies-changing > Wipes,Wipes,351-2664-7045,Yes,No,"2,3,4,5,6,7,10",Yes
2497,Baby-gear > Other,Other,351-2497,Yes,No,"2,3,4,5,6,7,10",Yes
7054,Baby-gear > Prams-strollers > Accessories > Covers,Covers,351-2495-5863-7054,Yes,No,"2,3,4,5,6,7,10",Yes
7053,Baby-gear > Prams-strollers > Accessories > Liners-sleeping-bags,Liners & sleeping bags,351-2495-5863-7053,Yes,No,"2,3,4,5,6,7,10",Yes
7055,Baby-gear > Prams-strollers > Accessories > Other,Other,351-2495-5863-7055,Yes,No,"2,3,4,5,6,7,10",Yes
3903,Baby-gear > Prams-strollers > Four-wheel-strollers,Four wheel strollers,351-2495-3903,Yes,No,"2,3,4,5,6,7,10",Yes
3901,Baby-gear > Prams-strollers > Prams,Prams,351-2495-3901,Yes,No,"2,3,4,5,6,7,10",Yes
3902,Baby-gear > Prams-strollers > Three-wheel-strollers,Three wheel strollers,351-2495-3902,Yes,No,"2,3,4,5,6,7,10",Yes
3904,Baby-gear > Prams-strollers > Twin-or-double-strollers,Twin or double strollers,351-2495-3904,Yes,No,"2,3,4,5,6,7,10",Yes
7058,Baby-gear > Safety > Harnesses,Harnesses,351-2433-7058,Yes,No,"2,3,4,5,6,7,10",Yes
7059,Baby-gear > Safety > Other,Other,351-2433-7059,Yes,No,"2,3,4,5,6,7,10",Yes
7057,Baby-gear > Safety > Safety-gates,Safety gates,351-2433-7057,Yes,No,"2,3,4,5,6,7,10",Yes
7076,Baby-gear > Sleep-aids > Dummies,Dummies,351-7075-7076,Yes,No,"2,3,4,5,6,7,10",Yes
7079,Baby-gear > Sleep-aids > Other,Other,351-7075-7079,Yes,No,"2,3,4,5,6,7,10",Yes
7078,Baby-gear > Sleep-aids > Safety-wraps,Safety wraps,351-7075-7078,Yes,No,"2,3,4,5,6,7,10",Yes
7077,Baby-gear > Sleep-aids > Wedges,Wedges,351-7075-7077,Yes,No,"2,3,4,5,6,7,10",Yes
9647,Baby-gear > Teething-necklaces,Teething necklaces,351-9647,Yes,No,"2,3,4,5,6,7,10",Yes
7062,Baby-gear > Toys > Activity-gyms-mats-tables > Activity-gyms-mats,Activity gyms & mats,351-2434-2435-7062,Yes,No,"2,3,4,5,6,7,10",Yes
